tenant,val_euro,duration,economicUnitValue,resourceName,date,hour,raw_caller_number,formatted_caller_number,raw_called_number,formatted_called_number,is_internal,call_direction,call_type,start_time,end_time,call_status,call_id
example_tenant,2.33,309,1.25,example_resource,2025-03-30,13:39:48,5183322821,+39 5183322821,1591870308,+39 1591870308,True,inbound,voice,2025-03-30T13:39:48.720872,2025-03-30T13:44:57.720872,voicemail,53ac2aca1467f88d
example_tenant,1.26,214,1.89,example_resource,2025-03-12,13:39:48,6490788891,+39 6490788891,6589192825,+39 6589192825,True,outbound,video,2025-03-12T13:39:48.720905,2025-03-12T13:43:22.720905,missed,d70b42711ee935a4
example_tenant,2.09,125,1.35,example_resource,2025-03-25,13:39:48,9074487508,+39 9074487508,9159994370,+39 9159994370,False,outbound,voice,2025-03-25T13:39:48.720943,2025-03-25T13:41:53.720943,missed,ae6a3f67df6564cf
example_tenant,0.68,258,0.61,example_resource,2025-04-03,13:39:48,1282127624,+39 1282127624,5948845180,+39 5948845180,False,inbound,voice,2025-04-03T13:39:48.721001,2025-04-03T13:44:06.721001,voicemail,2946376e9d6ecf96
example_tenant,3.35,250,1.69,example_resource,2025-04-04,13:39:48,5332354947,+39 5332354947,2288416353,+39 2288416353,True,inbound,video,2025-04-04T13:39:48.721032,2025-04-04T13:43:58.721032,answered,e096b132ec21e78a
example_tenant,4.14,208,1.77,example_resource,2025-03-25,13:39:48,1750136666,+39 1750136666,7378353611,+39 7378353611,True,outbound,voice,2025-03-25T13:39:48.721059,2025-03-25T13:43:16.721059,voicemail,73f77da8bcd54aa1
example_tenant,3.14,274,0.53,example_resource,2025-03-06,13:39:48,5103057825,+39 5103057825,4752573645,+39 4752573645,True,inbound,voice,2025-03-06T13:39:48.721084,2025-03-06T13:44:22.721084,voicemail,ed8a05c5f1e57a15
example_tenant,4.48,67,0.65,example_resource,2025-03-09,13:39:48,5076415036,+39 5076415036,1250881964,+39 1250881964,True,outbound,voice,2025-03-09T13:39:48.721108,2025-03-09T13:40:55.721108,answered,4723880a76ea4850
example_tenant,1.28,221,1.08,example_resource,2025-03-14,13:39:48,8771974746,+39 8771974746,9804486983,+39 9804486983,True,outbound,voice,2025-03-14T13:39:48.721130,2025-03-14T13:43:29.721130,missed,8793ad096ed1c44a
example_tenant,3.29,144,1.97,example_resource,2025-03-10,13:39:48,5950862870,+39 5950862870,3007786803,+39 3007786803,True,outbound,voice,2025-03-10T13:39:48.721152,2025-03-10T13:42:12.721152,missed,c620db2ecce3a65e
example_tenant,1.1,157,1.75,example_resource,2025-04-01,13:39:48,9656089800,+39 9656089800,0031730157,+39 0031730157,True,outbound,video,2025-04-01T13:39:48.721182,2025-04-01T13:42:25.721182,voicemail,c2de09a3e9ebb301
example_tenant,1.99,390,1.44,example_resource,2025-03-10,13:39:48,6415663839,+39 6415663839,0390662447,+39 0390662447,True,inbound,video,2025-03-10T13:39:48.721205,2025-03-10T13:46:18.721205,voicemail,54878d6aec8189b4
example_tenant,2.6,103,1.91,example_resource,2025-03-12,13:39:48,4452257277,+39 4452257277,5567033078,+39 5567033078,True,inbound,voice,2025-03-12T13:39:48.721227,2025-03-12T13:41:31.721227,voicemail,2f0511ed7efc1251
example_tenant,2.79,253,0.7,example_resource,2025-03-21,13:39:48,9830554480,+39 9830554480,6825312323,+39 6825312323,True,outbound,voice,2025-03-21T13:39:48.721255,2025-03-21T13:44:01.721255,missed,b92e5cae22fd9c74
example_tenant,4.46,451,0.93,example_resource,2025-03-05,13:39:48,6022767785,+39 6022767785,7980188124,+39 7980188124,False,outbound,video,2025-03-05T13:39:48.721278,2025-03-05T13:47:19.721278,answered,be1cccd48c2585e4
example_tenant,4.59,163,1.12,example_resource,2025-03-11,13:39:48,1239336116,+39 1239336116,1403853383,+39 1403853383,True,inbound,voice,2025-03-11T13:39:48.721300,2025-03-11T13:42:31.721300,voicemail,c724783162a8b596
example_tenant,3.33,127,0.51,example_resource,2025-03-15,13:39:48,2062209920,+39 2062209920,7887361867,+39 7887361867,True,inbound,voice,2025-03-15T13:39:48.721321,2025-03-15T13:41:55.721321,missed,99c9fd77668e7b40
example_tenant,1.52,73,1.79,example_resource,2025-03-09,13:39:48,7126642158,+39 7126642158,1744734998,+39 1744734998,False,inbound,video,2025-03-09T13:39:48.721342,2025-03-09T13:41:01.721342,answered,2bf79cf2e2d73f98
example_tenant,0.21,580,1.66,example_resource,2025-03-15,13:39:48,5332897167,+39 5332897167,0001265086,+39 0001265086,False,inbound,video,2025-03-15T13:39:48.721377,2025-03-15T13:49:28.721377,voicemail,75368367acac7eff
example_tenant,2.98,113,1.98,example_resource,2025-03-23,13:39:48,6652384805,+39 6652384805,0720094273,+39 0720094273,True,inbound,video,2025-03-23T13:39:48.721399,2025-03-23T13:41:41.721399,answered,f50fa0e6d744ec6b
example_tenant,0.11,250,1.08,example_resource,2025-03-29,13:39:48,4237464951,+39 4237464951,1400869541,+39 1400869541,False,outbound,video,2025-03-29T13:39:48.721422,2025-03-29T13:43:58.721422,voicemail,d38d8ac7bd5c6007
example_tenant,4.86,179,1.4,example_resource,2025-04-04,13:39:48,4234017926,+39 4234017926,3517837255,+39 3517837255,True,outbound,video,2025-04-04T13:39:48.721444,2025-04-04T13:42:47.721444,missed,64dc57071c5bbdf1
example_tenant,4.57,145,1.65,example_resource,2025-03-19,13:39:48,5850558889,+39 5850558889,2788775822,+39 2788775822,True,inbound,voice,2025-03-19T13:39:48.721467,2025-03-19T13:42:13.721467,answered,dd2f10373cbf9c67
example_tenant,2.29,271,1.18,example_resource,2025-03-10,13:39:48,9627922492,+39 9627922492,2453904114,+39 2453904114,True,inbound,video,2025-03-10T13:39:48.721500,2025-03-10T13:44:19.721500,voicemail,34ca7ce99583da00
example_tenant,3.11,404,1.15,example_resource,2025-03-08,13:39:48,2002692692,+39 2002692692,7978172967,+39 7978172967,False,inbound,voice,2025-03-08T13:39:48.721524,2025-03-08T13:46:32.721524,answered,d8d107a9cc9d7cb7
example_tenant,2.56,88,0.55,example_resource,2025-03-18,13:39:48,3122650018,+39 3122650018,0231109399,+39 0231109399,False,inbound,voice,2025-03-18T13:39:48.721549,2025-03-18T13:41:16.721549,answered,5f2f2c492d0b827e
example_tenant,2.08,355,0.57,example_resource,2025-03-21,13:39:48,3864651864,+39 3864651864,7176824741,+39 7176824741,True,inbound,voice,2025-03-21T13:39:48.721571,2025-03-21T13:45:43.721571,missed,9f019c791bf9884c
example_tenant,1.93,188,1.66,example_resource,2025-03-13,13:39:48,0214515731,+39 0214515731,6780598261,+39 6780598261,False,outbound,video,2025-03-13T13:39:48.721593,2025-03-13T13:42:56.721593,answered,498382949fa8dcb5
example_tenant,3.84,439,1.41,example_resource,2025-03-26,13:39:48,3093580997,+39 3093580997,8455982908,+39 8455982908,False,inbound,voice,2025-03-26T13:39:48.721614,2025-03-26T13:47:07.721614,answered,7ed6d65c5327861f
example_tenant,2.22,520,0.69,example_resource,2025-03-08,13:39:48,4787339381,+39 4787339381,2047452426,+39 2047452426,True,inbound,voice,2025-03-08T13:39:48.721635,2025-03-08T13:48:28.721635,missed,3e438fafa875d990
example_tenant,1.9,160,1.36,example_resource,2025-04-04,13:39:48,3268841327,+39 3268841327,8479036566,+39 8479036566,False,inbound,voice,2025-04-04T13:39:48.721656,2025-04-04T13:42:28.721656,answered,fc7e0ffeef8e513c
example_tenant,1.08,352,1.46,example_resource,2025-03-06,13:39:48,5634475335,+39 5634475335,5040093724,+39 5040093724,False,inbound,voice,2025-03-06T13:39:48.721677,2025-03-06T13:45:40.721677,voicemail,f2ed440445d4ab97
example_tenant,3.91,221,1.79,example_resource,2025-03-10,13:39:48,0094848560,+39 0094848560,0481884868,+39 0481884868,True,outbound,video,2025-03-10T13:39:48.721698,2025-03-10T13:43:29.721698,answered,896d95c75a9bc4be
example_tenant,2.79,252,0.66,example_resource,2025-04-01,13:39:48,6305085464,+39 6305085464,0762436831,+39 0762436831,True,outbound,video,2025-04-01T13:39:48.721726,2025-04-01T13:44:00.721726,voicemail,d41a0467c6ba44a6
example_tenant,4.02,583,1.14,example_resource,2025-03-18,13:39:48,2637598547,+39 2637598547,9174420715,+39 9174420715,True,outbound,voice,2025-03-18T13:39:48.721752,2025-03-18T13:49:31.721752,missed,8a750b17c3d95711
example_tenant,4.57,533,1.39,example_resource,2025-04-01,13:39:48,3485878714,+39 3485878714,7808706873,+39 7808706873,False,outbound,voice,2025-04-01T13:39:48.721776,2025-04-01T13:48:41.721776,answered,fa8e42af1864750e
example_tenant,3.66,110,0.73,example_resource,2025-03-08,13:39:48,0475120723,+39 0475120723,9470219405,+39 9470219405,False,inbound,voice,2025-03-08T13:39:48.721798,2025-03-08T13:41:38.721798,answered,8020dc65defc4ace
example_tenant,4.04,51,1.81,example_resource,2025-03-14,13:39:48,1189941623,+39 1189941623,8566164416,+39 8566164416,False,inbound,voice,2025-03-14T13:39:48.721820,2025-03-14T13:40:39.721820,missed,2097c2610fa5f3dd
example_tenant,3.88,458,1.99,example_resource,2025-04-01,13:39:48,6118091323,+39 6118091323,9982921856,+39 9982921856,True,inbound,voice,2025-04-01T13:39:48.721844,2025-04-01T13:47:26.721844,voicemail,8487d48e48bce0a6
example_tenant,3.82,437,1.14,example_resource,2025-03-17,13:39:48,1657948800,+39 1657948800,7027793456,+39 7027793456,False,outbound,voice,2025-03-17T13:39:48.721869,2025-03-17T13:47:05.721869,voicemail,3b1f8c6bc778eeea
example_tenant,4.44,421,1.65,example_resource,2025-03-27,13:39:48,7161835729,+39 7161835729,3463991046,+39 3463991046,True,inbound,voice,2025-03-27T13:39:48.721891,2025-03-27T13:46:49.721891,voicemail,c77c7ea3bcfde05d
example_tenant,0.36,338,1.94,example_resource,2025-03-05,13:39:48,5216899769,+39 5216899769,7274294194,+39 7274294194,False,inbound,video,2025-03-05T13:39:48.721913,2025-03-05T13:45:26.721913,voicemail,906828df8adf7609
example_tenant,3.94,595,1.44,example_resource,2025-03-18,13:39:48,7760671431,+39 7760671431,1256766655,+39 1256766655,True,outbound,voice,2025-03-18T13:39:48.721935,2025-03-18T13:49:43.721935,answered,0b88f35e50da282e
example_tenant,1.92,596,0.97,example_resource,2025-03-24,13:39:48,9375684671,+39 9375684671,1674209596,+39 1674209596,False,outbound,voice,2025-03-24T13:39:48.721966,2025-03-24T13:49:44.721966,missed,e9229b64abe86f4a
example_tenant,1.31,387,0.75,example_resource,2025-03-30,13:39:48,3924401534,+39 3924401534,0000271405,+39 0000271405,False,inbound,voice,2025-03-30T13:39:48.721991,2025-03-30T13:46:15.721991,voicemail,00709e43168daf17
example_tenant,4.62,487,1.75,example_resource,2025-03-15,13:39:48,8225255115,+39 8225255115,2481292468,+39 2481292468,False,outbound,video,2025-03-15T13:39:48.722014,2025-03-15T13:47:55.722014,answered,17ffb318c0d17dd7
example_tenant,0.66,564,1.07,example_resource,2025-03-21,13:39:48,5858507304,+39 5858507304,5074271264,+39 5074271264,True,outbound,voice,2025-03-21T13:39:48.722047,2025-03-21T13:49:12.722047,voicemail,7dd0bf818f74bd1c
example_tenant,1.95,58,0.58,example_resource,2025-03-23,13:39:48,2407700093,+39 2407700093,7285034814,+39 7285034814,True,outbound,video,2025-03-23T13:39:48.722094,2025-03-23T13:40:46.722094,voicemail,5cb98d74dee5fa43
example_tenant,4.48,171,1.14,example_resource,2025-03-16,13:39:48,4697297931,+39 4697297931,8123366981,+39 8123366981,True,outbound,video,2025-03-16T13:39:48.722120,2025-03-16T13:42:39.722120,answered,69a39e1e611ff04b
example_tenant,3.27,432,1.78,example_resource,2025-03-10,13:39:48,3686729073,+39 3686729073,6686275860,+39 6686275860,False,outbound,voice,2025-03-10T13:39:48.722143,2025-03-10T13:47:00.722143,answered,6343abd2fbe10e81
example_tenant,2.04,237,0.63,example_resource,2025-04-01,13:39:48,4908766109,+39 4908766109,0266056262,+39 0266056262,False,inbound,voice,2025-04-01T13:39:48.722170,2025-04-01T13:43:45.722170,missed,fbfdefe7209ffb83
example_tenant,2.65,549,1.37,example_resource,2025-03-06,13:39:48,6303726828,+39 6303726828,2693415353,+39 2693415353,False,outbound,voice,2025-03-06T13:39:48.722192,2025-03-06T13:48:57.722192,answered,f0a76690e0885969
example_tenant,0.67,257,1.29,example_resource,2025-03-07,13:39:48,7945540457,+39 7945540457,3427134349,+39 3427134349,False,outbound,video,2025-03-07T13:39:48.722214,2025-03-07T13:44:05.722214,voicemail,f2b74b9100c8bc41
example_tenant,3.96,528,0.79,example_resource,2025-03-18,13:39:48,7361900831,+39 7361900831,1320866603,+39 1320866603,True,outbound,video,2025-03-18T13:39:48.722242,2025-03-18T13:48:36.722242,answered,3fec94071c10cb62
example_tenant,2.57,43,0.82,example_resource,2025-03-06,13:39:48,1396701804,+39 1396701804,5527650837,+39 5527650837,False,outbound,video,2025-03-06T13:39:48.722263,2025-03-06T13:40:31.722263,answered,07e787087447c94d
example_tenant,3.42,436,1.5,example_resource,2025-03-26,13:39:48,1380468439,+39 1380468439,3916138578,+39 3916138578,True,inbound,video,2025-03-26T13:39:48.722285,2025-03-26T13:47:04.722285,voicemail,0c4348673384a1c3
example_tenant,3.76,270,1.3,example_resource,2025-03-25,13:39:48,9086607811,+39 9086607811,4940188155,+39 4940188155,False,inbound,video,2025-03-25T13:39:48.722309,2025-03-25T13:44:18.722309,missed,ec649352ee33c318
example_tenant,1.1,167,1.01,example_resource,2025-03-06,13:39:48,0696443009,+39 0696443009,4197491383,+39 4197491383,True,inbound,video,2025-03-06T13:39:48.722332,2025-03-06T13:42:35.722332,answered,a86bacb524217cea
example_tenant,4.25,268,1.71,example_resource,2025-03-21,13:39:48,8814683568,+39 8814683568,2623958700,+39 2623958700,True,outbound,voice,2025-03-21T13:39:48.722353,2025-03-21T13:44:16.722353,voicemail,c1a331e943948607
example_tenant,0.1,46,1.61,example_resource,2025-03-13,13:39:48,7991936996,+39 7991936996,7678977865,+39 7678977865,False,inbound,video,2025-03-13T13:39:48.722375,2025-03-13T13:40:34.722375,missed,20660ffd6010e50d
example_tenant,2.78,293,1.25,example_resource,2025-03-25,13:39:48,4491996148,+39 4491996148,3751652952,+39 3751652952,False,inbound,voice,2025-03-25T13:39:48.722396,2025-03-25T13:44:41.722396,answered,00170b2b1dfbdd20
example_tenant,3.74,371,0.61,example_resource,2025-03-21,13:39:48,9410564372,+39 9410564372,9225832991,+39 9225832991,True,outbound,video,2025-03-21T13:39:48.722418,2025-03-21T13:45:59.722418,voicemail,a8432a61331c69e4
example_tenant,2.46,386,1.69,example_resource,2025-03-05,13:39:48,3879344597,+39 3879344597,5224756821,+39 5224756821,True,inbound,video,2025-03-05T13:39:48.722439,2025-03-05T13:46:14.722439,answered,189a881d3e251a5b
example_tenant,4.62,186,0.95,example_resource,2025-03-20,13:39:48,5251253232,+39 5251253232,9141313737,+39 9141313737,False,outbound,voice,2025-03-20T13:39:48.722465,2025-03-20T13:42:54.722465,missed,3b7697aa48a3044e
example_tenant,1.56,302,1.31,example_resource,2025-03-16,13:39:48,9604975566,+39 9604975566,5635044770,+39 5635044770,False,inbound,video,2025-03-16T13:39:48.722500,2025-03-16T13:44:50.722500,answered,de766341400dd719
example_tenant,4.61,173,1.97,example_resource,2025-04-04,13:39:48,5618342377,+39 5618342377,8797453303,+39 8797453303,True,inbound,video,2025-04-04T13:39:48.722523,2025-04-04T13:42:41.722523,voicemail,0eb7c63f70327f56
example_tenant,2.78,140,0.9,example_resource,2025-03-11,13:39:48,1323913277,+39 1323913277,2659541261,+39 2659541261,False,outbound,video,2025-03-11T13:39:48.722551,2025-03-11T13:42:08.722551,answered,9cce186d641a7af7
example_tenant,2.86,214,1.64,example_resource,2025-04-03,13:39:48,6553283411,+39 6553283411,8377730950,+39 8377730950,False,outbound,voice,2025-04-03T13:39:48.722595,2025-04-03T13:43:22.722595,voicemail,f62c493fe2265d81
example_tenant,3.63,91,1.04,example_resource,2025-03-24,13:39:48,2278546079,+39 2278546079,1724876668,+39 1724876668,False,outbound,video,2025-03-24T13:39:48.722621,2025-03-24T13:41:19.722621,voicemail,812aca14bea1db57
example_tenant,2.21,73,1.2,example_resource,2025-04-02,13:39:48,6792194212,+39 6792194212,7973056744,+39 7973056744,False,outbound,video,2025-04-02T13:39:48.722642,2025-04-02T13:41:01.722642,voicemail,7d77bfc5b4655f8f
example_tenant,2.86,29,1.91,example_resource,2025-03-17,13:39:48,4369094168,+39 4369094168,9956885966,+39 9956885966,False,outbound,voice,2025-03-17T13:39:48.722663,2025-03-17T13:40:17.722663,missed,6a65b972393c6b43
example_tenant,2.29,120,1.62,example_resource,2025-03-28,13:39:48,3738901204,+39 3738901204,2236208979,+39 2236208979,True,outbound,voice,2025-03-28T13:39:48.722685,2025-03-28T13:41:48.722685,answered,a00f0789d9899815
example_tenant,0.36,480,1.58,example_resource,2025-03-06,13:39:48,8389951419,+39 8389951419,6284897174,+39 6284897174,False,outbound,voice,2025-03-06T13:39:48.722711,2025-03-06T13:47:48.722711,missed,e774398ef1cebb60
example_tenant,1.7,245,1.68,example_resource,2025-03-12,13:39:48,6312462986,+39 6312462986,2030472377,+39 2030472377,False,outbound,video,2025-03-12T13:39:48.722736,2025-03-12T13:43:53.722736,voicemail,a3b564e41c45bbb8
example_tenant,4.1,226,1.96,example_resource,2025-03-30,13:39:48,0492921394,+39 0492921394,6503844988,+39 6503844988,True,inbound,video,2025-03-30T13:39:48.722762,2025-03-30T13:43:34.722762,missed,6a6ce51c8c12a7e5
example_tenant,0.76,371,0.63,example_resource,2025-03-11,13:39:48,9732860004,+39 9732860004,1527634905,+39 1527634905,True,inbound,video,2025-03-11T13:39:48.722783,2025-03-11T13:45:59.722783,missed,0c0135fe1f58e015
example_tenant,3.16,418,1.45,example_resource,2025-03-06,13:39:48,8222064672,+39 8222064672,1206080094,+39 1206080094,False,outbound,video,2025-03-06T13:39:48.722805,2025-03-06T13:46:46.722805,voicemail,05e2d0b6d7eb28b2
example_tenant,1.23,440,1.7,example_resource,2025-04-01,13:39:48,1688021989,+39 1688021989,6080448734,+39 6080448734,True,inbound,video,2025-04-01T13:39:48.722826,2025-04-01T13:47:08.722826,voicemail,b2c3a3c686e16992
example_tenant,4.84,338,1.75,example_resource,2025-04-04,13:39:48,4973476830,+39 4973476830,9237007568,+39 9237007568,True,inbound,voice,2025-04-04T13:39:48.722849,2025-04-04T13:45:26.722849,missed,1852e4330f5d95fd
example_tenant,3.64,317,0.9,example_resource,2025-04-02,13:39:48,8062320984,+39 8062320984,1564140752,+39 1564140752,False,outbound,video,2025-04-02T13:39:48.722870,2025-04-02T13:45:05.722870,answered,3e3206b903e2448f
example_tenant,0.52,518,1.13,example_resource,2025-03-06,13:39:48,1240527565,+39 1240527565,7649166384,+39 7649166384,False,inbound,video,2025-03-06T13:39:48.722895,2025-03-06T13:48:26.722895,answered,91945339bfab1c36
example_tenant,1.9,40,1.17,example_resource,2025-04-02,13:39:48,8735597068,+39 8735597068,2438974264,+39 2438974264,False,inbound,voice,2025-04-02T13:39:48.722917,2025-04-02T13:40:28.722917,voicemail,f971f5631a556d24
example_tenant,1.17,241,0.6,example_resource,2025-03-21,13:39:48,4276743128,+39 4276743128,1171378673,+39 1171378673,False,outbound,voice,2025-03-21T13:39:48.722938,2025-03-21T13:43:49.722938,answered,407b47090a8ae76b
example_tenant,3.69,589,1.47,example_resource,2025-03-07,13:39:48,1453258824,+39 1453258824,4426089480,+39 4426089480,False,outbound,video,2025-03-07T13:39:48.722962,2025-03-07T13:49:37.722962,voicemail,aad86637a3aa0f65
example_tenant,1.79,80,1.4,example_resource,2025-03-14,13:39:48,8255570296,+39 8255570296,0759964358,+39 0759964358,True,outbound,video,2025-03-14T13:39:48.722984,2025-03-14T13:41:08.722984,voicemail,2958154c7300d2ee
example_tenant,1.1,573,0.96,example_resource,2025-03-12,13:39:48,8034617403,+39 8034617403,0958658380,+39 0958658380,False,inbound,voice,2025-03-12T13:39:48.723005,2025-03-12T13:49:21.723005,missed,e5bc6538bf533e61
example_tenant,3.95,360,0.86,example_resource,2025-03-24,13:39:48,3556334605,+39 3556334605,0834419067,+39 0834419067,False,inbound,video,2025-03-24T13:39:48.723027,2025-03-24T13:45:48.723027,voicemail,a52b335f3afd37db
